"","user","type"
"2716","Nation’s Shittiest Cities Holding Out Hope Of Being Mentioned In Peyton Manning Audible | More Sports News: ","sports"
"2717","PATRIOTS: The Broncos rely complicated signals to run their offense. You know what to do #KeysToTheMatchup","sports"
"2718","BRONCOS: Make big plays when it matters most, such as every down in a conference championship game #KeysToTheMatchup","sports"
"2719","PATRIOTS: Keep constant pressure on Peyton Manning’s neck | More #KeysToTheMatchup: ","sports"
"2720","Unemployed Detroit Resident Dismayed To Learn Job Opening Is With The Lions ","sports"
"2721","Athlete Who Seems Like Prick Is | More Sports News: ","sports"
"2722","Royals Courting Masahiro Tanaka By Highlighting Kansas City’s Rich Japanese History ","sports"
"2723","""Just so we’re absolutely clear, you dumbasses aren’t ‘the 12th man,’ either."" – Marshawn Lynch ","sports"
"2724","Seahawks To Seattle Fans: ‘Shut The Fuck Up’ ","sports"
"2725","Man Frantically Rushes To Hit Pause Button On Video At Top Of ESPN Article | More Sports News:  ","sports"
"2726","Bulls Assure Fans Derrick Rose Will Be Part Of Team's Payroll For Years To Come | More Sports News: ","sports"
"2727","From The Archives: Great Pro Bowl Moments In History ","sports"
"2728","Top Weekend Story: Defense Needs To Be More Physical, Reports Man Slumped On Couch For Past 5 Hours ","sports"
"2729","The Week In Sports – Week Of January 12, 2013 ","sports"
"2730","BREAKING: Producers Assuming Shannon Sharpe Doing Highlights Right Now ","sports"
"2731","Defense Needs To Be More Physical, Reports Man Slumped On Couch For Past 5 Hours ","sports"
"2732","Pee-Wee Hockey Player Wishes Dad Cared Enough To Fight At Games ","sports"
"2733","Onion Sports examines the most awful teams throughout the history of athletic competition ","sports"
"2734","Grantland Game Recap Completely Omits Influence Of ‘NYPD Blue’ On Modern Ensemble Dramas ","sports"
"2735","NBA Backup Center Great At Special Handshakes During Player Intros | More Sports News: ","sports"
"2736","NFL Scouts Impressed By College Quarterback’s Ability To Elude Criminal Justice System ","sports"
"2737","TV In Kitchen Broadcasting Game 3 Seconds Behind TV In Living Room | More Sports News: ","sports"
"2738","Offensive Lineman Opens Up Massive Hole In His Frontal Cortex ","sports"
"2739","From The Archives: Worst-Ever NFL Playoff Chokes ","sports"
"2740","Home Crowd Disagrees With Ref's Call, But Respects His Decision ","sports"
"2741","Roger Goodell Fired After Another .500 Season ","sports"
"2742","NFL Referee Can't Believe How Old He Looks In Video Replay ","sports"
"2743","Dick Vitale Enthusiastic About Latest Al-Qaeda Plot #OurAnnualYear","sports"
"2744","Chicago Blackhawks Relatively Silence Boston Fans #OurAnnualYear","sports"
"2745","Report: Alex Rodriguez Has Asked 4 In 5 Americans For Steroids #OurAnnualYear","sports"
"2746","Rupert Murdoch, Donald Trump, Idi Amin, Joseph Stalin Celebrate Heat Victory #OurAnnualYear","sports"
"2747","Blake Griffin Caught Plagiarizing Dunks #OurAnnualYear","sports"
"2748","Linguistics Professor Tells Notre Dame Leprechaun To Sit The Fuck Down In Class #OurAnnualYear","sports"
"2749","Scientists Theorize Existence Of NBA Roster Capable Of Supporting Dwight Howard #OurAnnualYear","sports"
"2750","Red Sox Fan Dedicates Garbage Can He’s Lighting On Fire To Marathon Victims #OurAnnualYear","sports"
"2751","Basketball Coach Sees Something In 7’3” High School Sophomore #OurAnnualYear","sports"
"2752","Lance Armstrong Admits To Using Performance-Enhancing Drugs To Show Remorse #OurAnnualYear","sports"
"2753","ESPN Searching For A Few Loud-Mouthed Fucks For New Afternoon Program #OurAnnualYear","sports"
"2754","OSN’s oracle pulled a slip reading “Green Bay” from a hat filled with steaming pig entrails | More NFL picks: ","sports"
"2755","Expect the Ravens to edge out a win in the highly anticipated new chapter of the Cassel-Flacco Bowl | More picks: ","sports"
"2756","See who OSN picks to come away with victory in today's NFL week 14 games: ","sports"
"2757","Is Andrew Luck ready to lead @BradMBlevins in the biggest game yet? On Tough Season: #SPON","sports"
"2758","Here are @OnionSports’ NFL Week 14 Picks: ","sports"
"2759","Other High School Basketball Team Has Kid Who Can Dunk | More Sports News: ","sports"
"2760","Roger Goodell Carefully Considering Every Comment On Message Boards ","sports"
"2761","EA Releases Alternate ‘Madden 25’ Cover Featuring Brett Favre’s Penis #NSFW","sports"
"2762","A nightmare. A shadow. The evil that stalks the earth. @BradMBlevins' rival Harris is all this and more: #SPON","sports"
"2763","New, More Realistic ‘NFL Play 60’ Campaign Encourages Kids To Be Active For 60 Seconds A Week ","sports"
"2764","Jason Campbell Cleared For Light Brain Activity ","sports"
"2765","Report: Kobe Bryant Could Return As Soon As Whenever He Fucking Feels Like It | More Sports News: ","sports"
"2766","With a history of heartbreaking seasons, @BradMBlevins playoff berth has sent diehard fans into a frenzy #SPON","sports"
"2767","Nobody At University Of Alabama Caught Saturday’s Game ","sports"
"2768","USC Announces New Head Coach Some Guy Who Isn’t Nick Saban Or Urban Meyer | More Sports News: ","sports"
"2769","Hundreds Of Detroit-Area Families Buy Thanksgiving Turkeys For Nick Fairley | More Sports News: ","sports"
"2770","On #ToughSeason: @BradMBlevins reveals a master plan surprise to colleagues, unaware of their surprise for him #SPON","sports"
"2771","New NFL Concussion Test Requires Players To Grunt With Dazed Expression Before Returning To Field ","sports"
"2772","Area Dad Convinced Receiver Controlled Ball, Got Both Feet Inbounds ","sports"
"2773","SPORTS POLL: Will Derrick Rose Come Back From Another Season-Ending Knee Injury? ","sports"
"2774","Onion Sports presents its winners and losers from the 12th week of the NFL season: ","sports"
"2775","No One At High School Remembers Asking Ray Lewis To Give Football Players Inspirational Pregame Speech ","sports"
"2776","Surely it's some kind of cruel joke that we only get to see either the Giants or Cowboys win this week | More picks: ","sports"
"2777","Which Titans will show up: the ones that beat St. Louis 3 weeks ago, or the Steve McNair-led 2003 roster? Our pick: ","sports"
"2778","The Colts-Cards game will prove complicated as both teams will be looking to come out with a win | More predictions: ","sports"
"2779","After their first loss, the Chiefs will return to what they do best: beating terrible teams at home | More NFL picks: ","sports"
"2780","Andre Johnson will easily find separation all day when storming out of the huddle toward the sideline | More picks: ","sports"
"2781","The #MINvsGB rivalry is not what it used to be. Get your football fix with #ToughSeason instead #SPON ","sports"
"2782","Can Adrian Peterson stay on pace to break Barry Sanders’ record for most talent wasted on a horrible team? Our pick: ","sports"
"2783","OSN predicts Detroit will hand Tampa Bay their first loss of the week | More NFL picks: ","sports"
"2784","Today's Carolina game is a matchup between a quality defense and a quality offense and Miami | See our pick:  ","sports"
"2785","Can Geno Smith manage another game while the Jets continue patiently wait for Mark Sanchez to return? Our pick: ","sports"
"2786","See who OSN picks to come away with victory in today's NFL week 12 games: ","sports"
"2787","300-Pound Man Wearing Rubber Dog Mask Turns Hospital Pager Off Before Entering Stadium | More Sports News: ","sports"
"2788","Ohio State Crowd Quiets Down As Marching Band Forms Pentagram ","sports"
"2789","The Week In Sports – Week Of November 23, 2013 ","sports"
"2790","Running Back Tackled For A Loss Of 6 Memories | More Sports News: ","sports"
"2791","Onion Sports’ NFL Week 12 Picks ","sports"
"2792","Manny Pacquiao Sends 10,000 Left Hooks To Typhoon-Afflicted Philippines","sports"
"2793","With @BradMBlevins out of the playoffs, @MattForte22 has some advice for destroying the league #SPON","sports"
"2794","Bears Giving Jay Cutler A Few Years To Properly Heal ","sports"
"2795","Columnist Getting All Self-Righteous About Rape Epidemic In College Sports ","sports"
"2796","Totally Irresponsible Parents Remember To Drop Son Off At Football ","sports"
"2797","New England Patriots Now Using Drones To Take Out Offensive Threats ","sports"
"2798","The #Cowboys will tighten their grip on the NFC East race whether they win or lose | More NFL picks: ","sports"
"2799","Look for #Chargers receivers to show Brandon Meriweather the proper way to hit someone | More NFL predictions: ","sports"
"2800","Which Ryan brother will prove to be the more competent loudmouthed pile of shit? Our pick: ","sports"
"2801","Expect a playoff-like atmosphere in Carolina, given the #Falcons will be eliminated from the postseason | More picks: ","sports"
"2802","Titans QB Jake Locker will need to rely on his mobility if he wants to get off the turf after sacks | More NFL picks: ","sports"
"2803","The #Chiefs will win again, as the #Bills have struggled with winning games that they are playing in | More picks: ","sports"
"2804","Onion Sports shares its expert predictions for all of today's NFL games: ","sports"
"2805","The Week In Sports – Week Of November 2, 2013 ","sports"
"2806","Onion Sports’ NFL Week Nine Picks: ","sports"
"2807","Report: What College Recruiter Currently Doing To Be Subject Of Huge NCAA Investigation In 5 Years ","sports"
"2808","On #ToughSeason: Winning is the candy that all coaches crave for their big boy tummies #Sponsored","sports"
"2809","Here are some of the weirdest game finishes in sports history: ","sports"
"2810","Red Sox Fan Dedicates Garbage Can He’s Lighting On Fire To Marathon Victims ","sports"
"2811","Red Sox Host Cardinals For Game 6 Of World Series At Boston’s Orpheum Theatre ","sports"
"2812","There are no Bye Weeks in fantasy football if you are @BradMBlevins #ToughSeason ","sports"
"2813","NFL To Add Second Team In Jacksonville ","sports"
"2814","Blake Griffin Caught Plagiarizing Dunks ","sports"
"2815","NFL Forbids Chiefs From Creating Their Own Schedule Again Next Season ","sports"
"2816","63-14 Loss Disgraces Penn State Football Program ","sports"
"2817","Hope rests on the thinnest of ice drifting like sand through an extra-fast hourglass on #ToughSeason: #SPON","sports"
"2818","Here are this week's NFL winners and losers: ","sports"
"2819","Packers Warm Up By Rolling Around On Field Clutching Knees ","sports"
"2820","As long as Denver can hold the #Redskins to 54 points or fewer, the #Broncos should be fine | More NFL picks: ","sports"
"2821","The #Packers are going to need to play hard for all two quarters of this game. More on today's NFL games: ","sports"
"2822","Can the #Falcons regurgitate food into the mouths of their young all the way to victory in today's Bird Bowl? ","sports"
"2823","Expect the #Steelers to get a tough win in this historical matchup that means nothing to anyone under the age of 50: ","sports"
"2824","Shirtless Overweight Drunk Guy At NFL Game Probably Somebody’s Fan | More NFL News: ","sports"
"2825","Fan Pissed 15-Yard Penalty Called On Hit That Resulted In Player Being Carted Off Field On Stretcher ","sports"
"2826","Can Dez Bryant match Calvin Johnson's talent for having great individual games during team losses? Our pick: ","sports"
"2827","The #Giants will test Michael Vick’s hamstring early and often while chasing him into the end zone | More NFL picks: ","sports"
"2828","Another very bad matchup for the #Jaguars as the #49ers are a pro football team | More NFL predictions: ","sports"
"2829","Will the #Chiefs' preparation for facing either a dreadful or a completely fucking horrendous QB pay off? Our pick: ","sports"
"2830","OSN picks the #Saints to win today as their offensive line matches up very well against Mario Williams | More picks: ","sports"
"2831","Onion Sports shares its definitive picks for all of today's NFL games: ","sports"
"2832","The Week In Sports – Week Of October 26, 2013 ","sports"
"2833","Onion Sports shares its expert analysis on the teams that will emerge victorious in this weekend’s NFL matchups: ","sports"
"2834","Titans Players Evenly Divided Amongst Bud Adams’ Next Of Kin ","sports"
"2835","Josh Freeman Takes On Leadership Role To Help Vikings Find Franchise Quarterback ","sports"
"2836","Nation Valiantly Makes It 14 Seconds Before Muting World Series Broadcast | More MLB News: ","sports"
"2837","Keys To The Matchup: Cardinals vs. Red Sox ","sports"
"2838","ESPN Has Been Talking About Beards For 80 Straight Hours ","sports"
"2839","Panthers Players Motivated Solely By Stadium Playing Cat Roars After First Downs | More NFL News: ","sports"
"2840","Dick Vitale Enthusiastic About Latest Al-Qaeda Plot ","sports"
"2841","Chiefs Feeling Romeo Crennel’s Absence | More NFL News: ","sports"
"2842","UPDATE: NFL spokesperson says the league will take new study into account, implement 18-game regular season ","sports"
"2843","""Tackling anywhere else—even just a few inches from this area—is extremely dangerous for both players involved."" ","sports"
"2844","Study Finds Only Safe Place To Tackle Football Players Is 4-Inch Area On Right Thigh ","sports"
"2845","BREAKING: Minnesota Vikings Add Fourth Backup Quarterback ","sports"
"2846","Onion Sports presents its winners and losers from the fifth week of the NFL season: ","sports"
"2847","See our pick to win what is potentially the greatest NFL game ever broadcast at midnight on a Sunday: ","sports"
"2848","OSN predicts #Texans WRs will have their hands full trying to break up Matt Schaub’s passes. More picks: ","sports"
"2849","Despite the #Broncos dominance all season, the #Cowboys should be able to keep it close throughout their first drive: ","sports"
"2850","OSN picks the #Panthers to lose as it looks increasingly unlikely they’ll be allowed to play the Giants every week: ","sports"
"2851","NFL Switches To All-Pink MRI Machines For Breast Cancer Awareness Month ","sports"
"2852","Packers Go With No-Cuddle Offense ","sports"
"2853","Will #Titans TE Delanie Walker hold on to that 8-yard screen pass at 7:45 in the third quarter? Our pick: ","sports"
"2854","OSN predicts the #Giants’ road to 12-4 ends with a loss to the #Eagles. More NFL picks: ","sports"
"2855","Expect the #Packers to do what it takes to keep their playoff delusions alive against the #Lions. More predictions: ","sports"
"2856","OSN picks the #Colts over the #Seahawks because Russell Wilson is too small to cut it as an NFL QB. More picks: ","sports"
"2857","#Patriots left guard Logan Mankins is better than #Bengals left guard Clint Boling. It’s as simple as that. More picks:...","sports"
"2858","The #Bears will fall to the #Saints, who won't risk only taking the NFC South by 3 or 4 games. More OSN predictions: ","sports"
"2859","Despite being on the road, the crowd will make this feel like a home game for the #Jaguars. More NFL predictions: ","sports"
"2860","Expect Ray Rice to record at least 2 tackles this week as the #Dolphins beat the #Ravens. More picks: ","sports"
"2861","Onion Sports picks the winners of all of today's NFL week five games: ","sports"
"2862","Linebacker Running After Scooping Incomplete Pass Definitely Heard Whistle 5 Seconds Ago | More Sports News: ","sports"
"2863","The Week In Sports – Week Of October 5, 2013 ","sports"
"2864","UPDATE: The U.S. Department of Justice has reportedly shut down just hours after its launch ","sports"
"2865","OSN shares its expert analysis on the teams that will come away with victory in this weekend’s NFL week five games: ","sports"
"2866","Bud Selig Credits Healthy Appearance To Embalming Process ","sports"
"2867","Creepy Statistician Starts ","sports"
"2868","POLL ZONE: Who Should The Cubs Hire As Manager? ","sports"
"2869","53 Worst Current Buffalo Bills Players ","sports"
"2870","Remember that a shitty 10-6 team with Joe Flacco can win a Super Bowl | Tips For Turning Your NFL Season Around: ","sports"
"2871","Here are some surefire tips for struggling NFL teams to get their seasons back on track: ","sports"
"2872","New Stadium To Fix Everything | More Sports News: ","sports"
"2873","""This display gives our guests the opportunity to see what it feels like to sustain a real traumatic brain injury."" ","sports"
"2874","New Pro Football Hall Of Fame Exhibit Allows Visitors To Experience Concussion ","sports"
"2875","Jay Cutler Proudly Watches Son Throw First Tantrum ","sports"
"2876","Onion Sports presents its winners and losers from the fourth week of the NFL season: ","sports"
"2877","OSN picks the #Patriots after the first 3 weeks of the season have proven Tom Brady to be the real deal. More picks: ","sports"
"2878","The #Raiders will pick up where they left off last week and start the game down 16 points. More NFL predictions: ","sports"
"2879","Our experts pick the #Cowboys, as the #Chargers have been very poor against NFL offenses this season. More picks: ","sports"
"2880","The #Eagles just need to sit back and let the #Chargers do their thing. More NFL Week Two picks: ","sports"
"2881","Ricky Williams media commotion aside, OSN projects the #Colts-#Dolphins game will be decided by Dungy and Manning: ","sports"
"2882","The #Rams will learn Matt Ryan and the #Falcons are difficult to stop, because this is not the playoffs. More picks: ","sports"
"2883","Could RGIII be coming off some sort of serious knee injury that still needs to recover? OSN's #Redskins-#Packers pick ","sports"
"2884","Will the #Titans find Houston to be a difficult place to play, or a downright awful place in general? Our pick: ","sports"
"2885","Will the #Chiefs head back into the tunnel after getting a glimpse of the #Cowboys’ monstrous owner? Our prediction: ","sports"
"2886","OSN predicts the #Bears will easily top the #Vikings by relying on the arm of Christian Ponder. More NFL picks: ","sports"
"2887","OSN picks the #Ravens to take absolutely no confidence from a win over the #Browns. See more NFL picks: ","sports"
"2888","How will #Bills QB E.J. Manuel fare in today's matchup against his future self? See our predictions here: ","sports"
"2889","Onion Sports picks the winners of all of today's NFL week two games: ","sports"
"2890","10 Places You Have To See A Football Game Before You Die ","sports"
"2891","PHOTO: Cowboys quarterback Tony Romo rehearsing for his upcoming ballet recital of 'Swan Lake' ","sports"
"2892","Tony Romo Confident Bruised Ribs Won’t Hurt His Performance In Upcoming Ballet Recital ","sports"
"2893","This 26-minute song ""combines symphonic art rock with elements such as tackling and touchdowns"" ","sports"
"2894",".@CarrieUnderwood Releases Complex, Multi-Part Prog Rock–Inspired ‘Sunday Night Football’ Theme Song ","sports"
"2895","Troy Polamalu Lands On Injured Reserve After Feebleminded Ben Roethlisberger Accidentally Breaks His Neck ","sports"
"2896","Jets Fans, Mark Sanchez Really Hoping Shoulder Injury Rules Him Out For Rest Of Season ","sports"
"2897","Jacksonville Jaguars Lose Multiple Players To Better Job Offers | More NFL News: ","sports"
"2898","Jets Still Have 15 Games To Turn Season Around | More NFL News: ","sports"
"2899","Poll: What Will Ndamukong Suh Do Next? ","sports"
"2900","Jon Gruden Still Talking Inside ESPN Broadcast Booth 45 Minutes After End Of ‘Monday Night Football’ ","sports"
"2901","In Focus: Tennis Guy Wins Tennis Again ","sports"
"2902","Dolphins Win Opener, But Against Browns | More NFL News: ","sports"
"2903","With the first Sunday of the NFL season in the books, Onion Sports presents its winners and losers from week one: ","sports"
"2904","Dallas Cowboys Halftime Show Features Execution Of Texas Prisoner ","sports"
"2905","Twitter Community Sharply Divided Over Whether Giants Or Cowboys Suck | More NFL Coverage: ","sports"
"2906","Sleepy Tony Romo Nods Off During Snap","sports"
"2907","Our pick for the #Giants-#Cowboys game: We aren't watching this game and we don’t give a shit who wins: ","sports"
"2908","In Focus: ESPN Sports Segment Reveals Science Behind Tony Romo's Shittiness ","sports"
"2909","#Packers' Mike McCarthy and #49ers' Jim Harbaugh missed our list of the NFL's Top 10 Coaches. See who topped them: ","sports"
"2910","Aaron Rodgers capacity to transform any slight into an MVP season ranked him on our Top 10 QB list. Who else made it? ","sports"
"2911","Due to his reliance on Carson Palmer, Larry Fitzgerald's season is fucked, but he still landed on our Top 10 WR list: ","sports"
"2912","Did your team's shitty running back make Onion Sports' list of the NFL's Top 10 Running Backs? ","sports"
"2913","Three of our top four linebackers in the NFL are playing in today's #Packers-#49ers game. See OSN's LB rankings here: ","sports"
"2914","Advertiser Figures Out How To Incorporate Consumers' Love Of Football Into Commercial","sports"
"2915","Will the Cardinals fall to an insurmountable 0-1 record? Our experts think so: ","sports"
"2916","OSN is picking the Packers over the 49ers. Find out why in our Week One picks: ","sports"
"2917","Jake Locker Montage 6 Seconds Long","sports"
"2918","Jaguars Game Playing On Small, Muted Television In Corner Of Jacksonville Sports Bar | More NFL Coverage: ","sports"
"2919","NFL: ""Fans are no longer required to miss the urinal and piss wildly onto the floor, wall, and adjacent partitions."" ","sports"
"2920","Rex Ryan on Jets: ""This is a 6-10 team, and I expect us to play 6-10 football this year.” ","sports"
"2921","Baseball Hall of Fame collects Yordano Ventura's hat after stellar Game 6 performance to honor Oscar Taveras. ","sports"
"2922","James Harden drops 32 points, leads Rockets over Lakers on opening night, 108-90. Kobe Bryant finishes with 19 Pts. ","sports"
"2923","UPDATE: Lakers rookie Julius Randle suffers broken leg in NBA debut. (via @NBAonTNT)","sports"
"2924","DEVELOPING: Lakers rookie Julius Randle is stretchered off after suffering apparent leg injury.","sports"
"2925","ICYMI: After 15 seasons and 12 Pro Bowls, Champ Bailey officially retires from the NFL. ","sports"
"2926","Former MLB slugger Jose Canseco is in a Las Vegas area hospital after accidentally shooting himself in finger. » ","sports"
"2927","Help us pick 3 stars of the night. We pick 2 performances, YOU pick the 3rd. Use #SC3stars and your tweet could air in the midnight ET show!","sports"
"2928","Royals will play their 3rd Game 7 in franchise history... they won previous two.• 1985 ALCS vs Blue Jays• 1985 World Series vs Cardinals","sports"
"2929","Kansas City's 10-0 win tonight is largest shutout victory in a World Series game since Royals beat Cardinals 11-0 in 1985 World Series.","sports"
"2930","Good news for Kansas City, the home team has won last 9 World Series Game 7s. ","sports"
"2931","Royals DESTROY Giants in Game 6 and win 10-0. Game 7 tomorrow night. ","sports"
"2932","That ball is GONE. Mike Moustakas' 5th home run of postseason adds to Royals lead. Kansas City is up on San Francisco, 10-0.","sports"
"2933","Kobe Bryant's 19th season is officially underway. ","sports"
"2934","Anthony Davis begins season with monster night as Pelicans beat Magic, 101-84.• Davis: 26 Pts, 17 Reb, 9 Blk ","sports"
"2935","With win tonight, Spurs improve to 5-0 all-time when receiving their championships rings. ","sports"
"2936","Same Spurs, different year. San Antonio opens season w/ 101-100 win over Dallas• Parker: 23 Pts• Duncan: 14 Pts, 13 Reb• Ginobili: 20 Pts","sports"
"2937","Tony Parker is LOCKED IN. Parker's 4th three gives Spurs 101-100 lead with just under one minute to play. Parker is 4-4 from 3 tonight.","sports"
"2938","Royals Yordano Ventura honors friend Oscar Taveras, who died in car crash Sunday, by putting his initials on hat. ","sports"
"2939","For the 5th time in franchise history, the Spurs raise a banner to begin their season. ","sports"
"2940","Royals 2nd inning:• 11 batters• 7 runs• 2 pitchers• 1 very excited fan base ","sports"
"2941","Jake Peavy in 3 World Series starts:• Tonight: 1.1 IP, 5 ER• Game 2: 4 IP, 2 ER• 10-26-13: 5 IP, 4 ER ","sports"
"2942","Nori Aoki drives in another run to give Royals 2-0 lead.After only 1.1 IP, Jake Peavy's night comes to an end. ","sports"
"2943","Royals are on the board first. Mike Moustakas' RBI double gives Kansas City 1-0 lead over San Francisco. 2 on, no outs in the 2nd for KC.","sports"
"2944","Hornets reach terms on extension with PG Kemba Walker for four-years, $48 million. (via @ESPNSteinLine) ","sports"
"2945","Giants Game 6 starter, Jake Peavy, seeks to become 3rd MLB pitcher to start a WS game in consecutive years for two different title teams.","sports"
"2946","Giants seek to become 5th franchise to win 3 World Series titles in a 5-year span. ","sports"
"2947","SEC West continues its dominance this season. In the Playoff Rankings they have 3 of the top 4 teams and 4 of the top 6.","sports"
"2948","Notre Dame has biggest difference between AP Rank and Committee Rank. Irish are 6th in AP &amp; 10th in playoff rankings. ","sports"
"2949","Playoff Committee’s top 10:1. Miss State2. FSU3. Auburn4. Ole Miss5. Oregon6. Bama7. TCU8. Michigan State9. K-State10. Notre Dame","sports"
"2950","1st College Football Playoff rankings are here:1. Mississippi State2. Florida State3. Auburn4. Ole Miss ","sports"
"2951","Hockey Hall of Famer Gordie Howe (86) suffered serious stroke Sunday. Howe lost some function on one side of body &amp; has difficulty talking.","sports"
"2952","The quest for the Larry O'Brien trophy starts tonight. The NBA is back. ","sports"
"2953","San Antonio begins its title defense tonight against Dallas. The key to repeat… follow the Spurs Way. » ","sports"
"2954","Redskins head coach Jay Gruden says QB Robert Griffin III ""is very, very, very close,"" to his return. ","sports"
"2955","Michael Jordan took over Hornets social media today. Among highlights: MJ crushed PGA golfer Keegan Bradley. MORE: ","sports"
"2956","Champ Bailey is officially retiring from the NFL. He made 12 Pro Bowls in 15 seasons with Redskins and Broncos. ","sports"
"2957","Cardinals and Patriots are climbing in the latest @ESPNNFL Power Rankings.  Where did your team land?","sports"
"2958","We need fan footage for @Applebees play of the month.  Tweet us your unique video using #TopNeighborhoodPlay &amp; it could air on SportsCenter.","sports"
"2959","NBA starts tonight! Here are the top 5 players in #NBArank to help count down the hours 'til tipoff. (via @ESPNNBA) » ","sports"
"2960","Yesterday, Rajon Rondo said he was 79% likely to play in Celtics' Wednesday season opener.Today, he says it's 83%. ","sports"
"2961","Why We Love Sports Today: Josh Padilla, high school football player w/ autism, scores 1st TD on senior night.VIDEO: ","sports"
"2962","It's KIND OF a busy sports day today:• World Series Game 6• NBA Opening Night• 1st College Football Playoff Rankings• NFL trade deadline","sports"
"2963","Texans star RB Arian Foster may be the NFL's most interesting man.See why tonight on #FaceToFace (8 ET on ESPN2. » ","sports"
"2964","LeBron, Melo, Love - the list goes on. @michaelsmith brings you the entertaining NBA offseason in 150 seconds.VIDEO: ","sports"
"2965","Crazy Stat of Day: Colt McCoy’s completion % over the last two weeks is 85.7, best in the NFL. ","sports"
"2966","“That would be much more gratifying than the six.”Michael Jordan talks idea of winning seventh ring &amp; more.VIDEO: ","sports"
"2967","""It was painful, but I felt like I could deal with it.""- Tony Romo on returning to game","sports"
"2968","Michael Jordan discusses Lance Stephenson, winning titles and challenges of ownership in an SC conversation.VIDEO: ","sports"
"2969","Help us pick 3 stars of the night. We pick 2 performances, YOU pick the 3rd. Use #SC3stars and your tweet could air in the midnight ET show!","sports"
"2970","""Beyond the injury, Tony Romo's going to look at the film and say, Wow, that was not my best stuff.""- Trent Dilfer","sports"
"2971","Colt McCoy is making the most of his opportunity. He's 36-42 (85.7%) in last 2 weeks, both Washington wins. ","sports"
"2972","DeMarco Murray rushes for 141 yards in loss. He's on pace for 2,108 yards, which would break Eric Dickerson's record. ","sports"
"2973","WASHINGTON WINS!Redskins win dramatic game in OT, 20-17. Colt McCoy passes for 299 yards, rushes for TD in victory. ","sports"
"2974","Kai Forbath hits a 40-yard FG to give Washington a 20-17 lead in OT. Colt McCoy has connected on 14 of his last 15 passes.Cowboys' turn.","sports"
"2975","Jordan Reed with a beautiful #SCtop10 catch from Colt McCoy. ","sports"
"2976","Extra football at Jerry World.Cowboys and Redskins are tied at end of regulation, 17-17.DeMarco Murray: 214 total yards.","sports"
"2977","Tony Romo returns to the game for Cowboys with 1:52 remaining.  Catch finish now on ESPN.","sports"
"2978","UPDATE: Tony Romo has returned from locker room with pads still on.","sports"
"2979","DeMarco Murray is having another MONSTER game.• 17 Rush, 124 yards• 3 Rec, 81 yards ","sports"
"2980","Cowboys tie it up. Brandon Weeden finds Jason Witten for the 25-yard TD. #MNF tied at 17-17 with 9:27 left.","sports"
"2981","Colt McCoy scores on the QB draw! 2nd rushing TD of McCoy's career gives Redskins a 17-10 lead over Cowboys in 3rd quarter.","sports"
"2982","John Daly is the latest famous person that looks TINY next to Yao Ming. » ","sports"
"2983","DeMarco Murray is now the 1st RB in NFL history to start a season w/ 100 or more rushing yards in 8 straight games. ","sports"
"2984","DeMarco Murray is now the first RB in the NFL with 1,000 rushing yards this season. ","sports"
"2985","UPDATE: Tony Romo has been taken to the locker room for examination. ","sports"
"2986","Tony Romo walks off the field under his own power after being on the turf for several minutes.","sports"
"2987","""Every play is the last play of franchise history. I tell you, I live and breathe it."" - Jerry Jones","sports"
"2988","Alfred Morris scores on a 5-yard TD run to give Redskins a 10-7 lead early in 3rd quarter.Morris has 50 yards on the night.","sports"
"2989","That time Dez Bryant wouldn't be denied for a touchdown on #MNF. ","sports"
"2990","Rangers erase 3-goal deficit, beat Wild, 5-4. Rick Nash gets his 9th goal in win (tied w/ Corey Perry for most in NHL).","sports"
"2991","Dez Bryant is a BEAST! An #SCtop10 effort gives Cowboys a 7-3 lead over Redskins.","sports"
"2992","DeMarco Murray's 5th fumble lost ties him with Jay Cutler for most in the NFL.","sports"
"2993","That's DeMarco Murray's 5th fumble of the season.","sports"
"2994","Cowboys legend Tony Dorsett &amp; Yankee great Derek Jeter are at Jerry World getting ready for Redskins/Cowboys on #MNF. ","sports"
"2995","Cowboys star DeMarco Murray is on pace with some of the greatest seasons by a RB in NFL history. (via @ESPNMag) ","sports"
"2996","On this date in 2004, the Red Sox broke the 86-year Curse of the Bambino. ","sports"
"2997","Michael Jordan sits down for a rare one-on-one interview with @darrenrovell tonight after #MNF.Here's a taste »","sports"
"2998","Lions DT Nick Fairley sprained MCL/PCL yesterday. Source tells ESPN's @mikecwright that Detroit hopes Fairley can return in 4-5 weeks.","sports"
"2999","Scarred by domestic violence as a child, Cowboys TE Jason Witten decided to take a stand as an adult. » (via @E60)","sports"
"3000","Packers don't expect QB Aaron Rodgers to miss any time after injuring hamstring Sunday night vs Saints. ","sports"
"3001","Do you want to build…a hockey player? Bruins players visit children’s hospital dressed as characters from “Frozen”.» ","sports"
"3002","Alabama boosters bring fandom to a whole new level by paying off Nick Saban's $3.1 million house. » ","sports"
"3003","Jets bench Geno Smith after Smith's rough game yesterday. • Sunday: 2-8, 5 Yds, 0 TD, 3 Int• 2014: 7 TD, 10 Int ","sports"
"3004","THIS JUST IN: Rex Ryan announces Michael Vick will start at QB for Jets Sunday against Chiefs. ","sports"
"3005","The NBA tips off tomorrow night. Here's EVERYTHING you need to know about the offseason, in 150 seconds. VIDEO: ","sports"
